127.0.0.1 - - [12/Jun/2022:15:41:35 +0900] "GET / HTTP/1.1" 404 750
127.0.0.1 - - [12/Jun/2022:18:40:06 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:18:40:09 +0900] "GET /comfit/comfit.action HTTP/1.1" 200 25637
0:0:0:0:0:0:0:1 - - [12/Jun/2022:18:40:09 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
0:0:0:0:0:0:0:1 - - [12/Jun/2022:18:40:12 +0900] "GET /comfit/regist.action HTTP/1.1" 200 11189
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:00:11 +0900] "GET /comfit/login.action HTTP/1.1" 200 7300
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:00:11 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:00:11 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:00:13 +0900] "GET /comfit/regist.action HTTP/1.1" 200 11189
127.0.0.1 - - [12/Jun/2022:19:02:35 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:02:38 +0900] "GET /comfit/comfit.action HTTP/1.1" 200 25637
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:02:38 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:02:52 +0900] "GET /comfit/comfit.action HTTP/1.1" 200 25646
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:02:52 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:02:53 +0900] "GET /comfit/svc.action HTTP/1.1" 200 10467
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:02:53 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:02:55 +0900] "GET /comfit/user_ask_list.jsp HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:03:01 +0900] "GET /comfit/svc.action HTTP/1.1" 200 10467
0:0:0:0:0:0:0:1 - - [12/Jun/2022:19:03:01 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
127.0.0.1 - - [12/Jun/2022:19:45:46 +0900] "GET / HTTP/1.1" 404 750
127.0.0.1 - - [12/Jun/2022:20:54:24 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:20:54:24 +0900] "GET /comfit/WEB-INF/classes/com/test/mybatis/Maillog.java HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jun/2022:20:55:14 +0900] "GET /comfit/WEB-INF/classes/com/test/mybatis/Maillog.java HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jun/2022:20:58:02 +0900] "GET /comfit/WEB-INF/classes/com/test/mybatis/Maillog.java HTTP/1.1" 404 721
127.0.0.1 - - [12/Jun/2022:21:00:51 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:00:51 +0900] "GET /comfit/%EC%9E%84%EC%8B%9C%ED%8C%8C%EC%9D%BC.html HTTP/1.1" 200 219
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:00:53 +0900] "GET /email.action? HTTP/1.1" 404 762
127.0.0.1 - - [12/Jun/2022:21:21:13 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:21:14 +0900] "GET /comfit/%EC%9E%84%EC%8B%9C%ED%8C%8C%EC%9D%BC.html HTTP/1.1" 200 218
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:21:15 +0900] "GET /auth.action? HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:21:57 +0900] "GET /auth.action? HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:21:59 +0900] "GET /auth.action? HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:22:01 +0900] "GET /auth.action HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:22:12 +0900] "GET /comfit/auth.action HTTP/1.1" 500 19114
127.0.0.1 - - [12/Jun/2022:21:26:07 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:26:07 +0900] "GET /comfit/WEB-INF/classes/com/test/mybatis/Maillog.java HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:26:11 +0900] "GET /comfit/auth.action HTTP/1.1" 500 19114
127.0.0.1 - - [12/Jun/2022:21:28:23 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:28:27 +0900] "GET /comfit/auth.action HTTP/1.1" 500 19105
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:28:29 +0900] "GET /comfit/auth.action HTTP/1.1" 500 19105
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:28:30 +0900] "GET /comfit/auth.action HTTP/1.1" 500 19105
127.0.0.1 - - [12/Jun/2022:21:31:06 +0900] "GET / HTTP/1.1" 404 750
127.0.0.1 - - [12/Jun/2022:21:31:58 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:31:59 +0900] "GET /comfit/%EC%9E%84%EC%8B%9C%ED%8C%8C%EC%9D%BC.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:32:00 +0900] "GET /auth.action? HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:32:20 +0900] "GET /comfit/auth.action HTTP/1.1" 404 765
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:32:28 +0900] "GET /comfit/auth.action HTTP/1.1" 404 765
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:32:31 +0900] "GET /comfit/auth.action HTTP/1.1" 404 765
127.0.0.1 - - [12/Jun/2022:21:33:29 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:33:30 +0900] "GET /comfit/%EC%9E%84%EC%8B%9C%ED%8C%8C%EC%9D%BC.html HTTP/1.1" 200 214
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:33:35 +0900] "GET /comfit/auth.action HTTP/1.1" 404 765
127.0.0.1 - - [12/Jun/2022:21:34:33 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:34:40 +0900] "GET /comfit/auth.action HTTP/1.1" 200 14753
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:34:40 +0900] "GET /comfit/images/logo-admin.png HTTP/1.1" 200 13432
127.0.0.1 - - [12/Jun/2022:21:40:24 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:40:39 +0900] "GET /comfit/auth.action HTTP/1.1" 200 14753
127.0.0.1 - - [12/Jun/2022:21:50:25 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:50:41 +0900] "GET /comfit/auth.action HTTP/1.1" 200 14753
127.0.0.1 - - [12/Jun/2022:21:52:14 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:52:27 +0900] "GET /comfit/auth.action HTTP/1.1" 200 14753
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:53:30 +0900] "GET /comfit/comfit.action HTTP/1.1" 200 25646
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:53:30 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
127.0.0.1 - - [12/Jun/2022:21:53:50 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:55:27 +0900] "GET /comfit/auth.action HTTP/1.1" 200 14753
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:55:36 +0900] "GET /comfit/comfit.action HTTP/1.1" 200 25646
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:55:36 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
127.0.0.1 - - [12/Jun/2022:21:57:17 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:57:30 +0900] "GET /comfit/auth.action HTTP/1.1" 200 14753
0:0:0:0:0:0:0:1 - - [12/Jun/2022:21:57:30 +0900] "GET /comfit/images/logo-admin.png HTTP/1.1" 304 -
127.0.0.1 - - [12/Jun/2022:22:07:58 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:22:07:59 +0900] "GET /comfit/WEB-INF/classes/com/test/mybatis/Maillog.java HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [12/Jun/2022:22:08:10 +0900] "GET /comfit/auth.action HTTP/1.1" 200 14753
127.0.0.1 - - [12/Jun/2022:22:19:08 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:22:19:28 +0900] "GET /comfit/auth.action HTTP/1.1" 200 14753
0:0:0:0:0:0:0:1 - - [12/Jun/2022:22:20:45 +0900] "GET /comfit/comfit.action HTTP/1.1" 200 25646
0:0:0:0:0:0:0:1 - - [12/Jun/2022:22:20:45 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
127.0.0.1 - - [12/Jun/2022:23:06:45 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:06:47 +0900] "GET /comfit/comfit.action HTTP/1.1" 200 25646
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:06:47 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:06:49 +0900] "GET /comfit/login.action HTTP/1.1" 200 7355
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:06:49 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:06:49 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:06:52 +0900] "GET /comfit/user_mainlist.action HTTP/1.1" 200 24072
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:06:52 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:07:01 +0900] "GET /comfit/user_svc.action HTTP/1.1" 200 11557
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:07:01 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
127.0.0.1 - - [12/Jun/2022:23:08:34 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:08:50 +0900] "GET /comfit/auth.action HTTP/1.1" 200 14753
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:08:50 +0900] "GET /comfit/images/logo-admin.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:08:55 +0900] "GET /comfit/correct.action?auth= HTTP/1.1" 404 721
127.0.0.1 - - [12/Jun/2022:23:13:50 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:14:04 +0900] "GET /comfit/user_mypage.action HTTP/1.1" 200 11831
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:14:04 +0900] "GET /css/main.css HTTP/1.1" 404 766
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:14:04 +0900] "GET /js/bootstrap.js HTTP/1.1" 404 769
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:14:04 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:14:08 +0900] "GET /comfit/user_selllist.action HTTP/1.1" 200 16233
0:0:0:0:0:0:0:1 - - [12/Jun/2022:23:14:08 +0900] "GET /comfit/headers.css HTTP/1.1" 404 772
